query_id,workflow_id,workflow_task,query,intent,requirement_groups,candidate_tools,expected_groups,primary_hit,any_hit,primary_recall,recall,missed_groups,missed_purposes,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path,judged_recall,judged_notes,was_judged
workflow-039-q2,39,"Audit and reconcile CRM lead activity into a spreadsheet-based reporting workbook, including lead extraction, source classification, social-seller separation, outcome tracking, summary updates, and final verification.",classify lead sources and separate social sellers,Classify lead acquisition sources and separate social-seller activities from standard inbound or outbound channels.,"[{'acceptable_tool_slugs': ['KOMMO_LIST_EVENTS', 'KOMMO_LIST_LEADS'], 'purpose': 'Classify sources and filter activities for social sellers'}]","['GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_VALUES_UPDATE', 'KOMMO_GET_LEAD', 'KOMMO_LIST_CONTACTS', 'KOMMO_LIST_EVENTS', 'KOMMO_LIST_LEADS', 'KOMMO_LIST_NOTES_BY_ENTITY']",1,False,False,0.0,0.0,KOMMO_LIST_EVENTS | KOMMO_LIST_LEADS,Classify sources and filter activities for social sellers,AGENCYZOOM_CREATE_LEAD; AGENCYZOOM_GET_A_LIST_OF_LEAD_SOURCES; AGENCYZOOM_GET_A_LIST_OF_LEAD_SOURCE_CATEGORIES; PIPEDRIVE_GET_ALL_LEAD_SOURCES,PIPEDRIVE_GET_ALL_LEAD_SOURCES; AGENCYZOOM_GET_A_LIST_OF_LEAD_SOURCE_CATEGORIES; AGENCYZOOM_GET_A_LIST_OF_LEAD_SOURCES,AGENCYZOOM_CREATE_LEAD,pipedrive; agencyzoom,2.8,2.8,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-039-q2.json,0.0,,False
workflow-039-q3,39,"Audit and reconcile CRM lead activity into a spreadsheet-based reporting workbook, including lead extraction, source classification, social-seller separation, outcome tracking, summary updates, and final verification.",track lead outcomes and update verification summary,"Track lead conversion outcomes, update summary metrics, and perform a final verification of the reconciled reporting workbook.","[{'acceptable_tool_slugs': ['KOMMO_GET_LEAD'], 'purpose': 'Track lead conversion outcomes'}, {'acceptable_tool_slugs': ['GOOGLESHEETS_VALUES_UPDATE'], 'purpose': 'Update summary and verification in spreadsheet workbook'}]","['GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_VALUES_UPDATE', 'KOMMO_GET_LEAD', 'KOMMO_LIST_CONTACTS', 'KOMMO_LIST_EVENTS', 'KOMMO_LIST_LEADS', 'KOMMO_LIST_NOTES_BY_ENTITY']",2,False,False,0.0,0.0,KOMMO_GET_LEAD; GOOGLESHEETS_VALUES_UPDATE,Track lead conversion outcomes; Update summary and verification in spreadsheet workbook,INSTANTLY_CREATE_CAMPAIGN; INSTANTLY_GET_LEAD; INSTANTLY_GET_LEAD_LIST; INSTANTLY_GET_VERIFICATION_STATS_FOR_LEAD_LIST; INSTANTLY_LIST_LEADS; INSTANTLY_LIST_LEAD_LISTS; INSTANTLY_UPDATE_LEAD,INSTANTLY_GET_VERIFICATION_STATS_FOR_LEAD_LIST; INSTANTLY_GET_LEAD,INSTANTLY_LIST_LEAD_LISTS; INSTANTLY_GET_LEAD_LIST; INSTANTLY_CREATE_CAMPAIGN; INSTANTLY_LIST_LEADS; INSTANTLY_UPDATE_LEAD,instantly,2.74,2.74,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-039-q3.json,0.0,,False
workflow-041-q1,41,"Implement and release a protected budget dashboard feature by reading Google Sheets and Google Docs data, retrieving deployment secrets from Vercel, committing and merging code changes, verifying deployments, and updating a Jira issue.",read data from Google Sheets and Google Docs,Retrieve business requirements and budget data from connected Google Workspace documents.,"[{'acceptable_tool_slugs': ['GOOGLESHEETS_BATCH_GET'], 'purpose': 'Retrieve spreadsheet data'}, {'acceptable_tool_slugs': ['GOOGLEDRIVE_DOWNLOAD_FILE'], 'purpose': 'Download or export Google Docs/Sheets data'}]","['GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DELETE_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_PULL_REQUEST', 'GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'JIRA_ADD_COMMENT', 'JIRA_ASSIGN_ISSUE', 'JIRA_TRANSITION_ISSUE', 'VERCEL_FILTER_PROJECT_ENVS', 'VERCEL_GET_DEPLOYMENTS', 'VERCEL_GET_PROJECT_ENV']",2,True,True,0.5,0.5,GOOGLEDRIVE_DOWNLOAD_FILE,Download or export Google Docs/Sheets data,GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE; GOOGLEDOCS_GET_DOCUMENT_PLAINTEXT; GOOGLEDOCS_SEARCH_DOCUMENTS; GOOGLESHEETS_GET_SHEET_NAMES; GOOGLESHEETS_GET_SPREADSHEET_INFO; GOOGLESHEETS_SPREADSHEETS_VALUES_BATCH_GET_BY_DATA_FILTER; GOOGLESHEETS_VALUES_GET,GOOGLESHEETS_BATCH_GET; GOOGLESHEETS_VALUES_GET; GOOGLEDOCS_GET_DOCUMENT_PLAINTEXT; GOOGLESHEETS_GET_SPREADSHEET_INFO,GOOGLESHEETS_GET_SHEET_NAMES; GOOGLESHEETS_SPREADSHEETS_VALUES_BATCH_GET_BY_DATA_FILTER; GOOGLEDOCS_SEARCH_DOCUMENTS; GMAIL_FETCH_EMAILS; GMAIL_SEARCH_PEOPLE,googlesheets; googledocs; gmail,3.19,3.19,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-041-q1.json,0.5,,False
workflow-041-q2,41,"Implement and release a protected budget dashboard feature by reading Google Sheets and Google Docs data, retrieving deployment secrets from Vercel, committing and merging code changes, verifying deployments, and updating a Jira issue.",retrieve deployment secrets from Vercel,Fetch necessary environment variables and secret credentials from Vercel for the build.,"[{'acceptable_tool_slugs': ['VERCEL_GET_PROJECT_ENV', 'VERCEL_FILTER_PROJECT_ENVS'], 'purpose': 'Retrieve deployment secrets and environment variables from Vercel'}]","['GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DELETE_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_PULL_REQUEST', 'GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'JIRA_ADD_COMMENT', 'JIRA_ASSIGN_ISSUE', 'JIRA_TRANSITION_ISSUE', 'VERCEL_FILTER_PROJECT_ENVS', 'VERCEL_GET_DEPLOYMENTS', 'VERCEL_GET_PROJECT_ENV']",1,True,True,1.0,1.0,,,VERCEL_EDIT_PROJECT_ENV,VERCEL_GET_PROJECT_ENV,VERCEL_FILTER_PROJECT_ENVS; VERCEL_EDIT_PROJECT_ENV,vercel,2.9,2.9,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-041-q2.json,1.0,,False
workflow-041-q3,41,"Implement and release a protected budget dashboard feature by reading Google Sheets and Google Docs data, retrieving deployment secrets from Vercel, committing and merging code changes, verifying deployments, and updating a Jira issue.",commit code changes and create a pull request,Push the implemented dashboard code changes to the repository and open a merge request.,"[{'acceptable_tool_slugs': ['GITHUB_COMMIT_MULTIPLE_FILES'], 'purpose': 'Commit code changes to the repository'}, {'acceptable_tool_slugs': ['GITHUB_CREATE_A_PULL_REQUEST'], 'purpose': 'Create a pull request for the code changes'}]","['GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DELETE_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_PULL_REQUEST', 'GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'JIRA_ADD_COMMENT', 'JIRA_ASSIGN_ISSUE', 'JIRA_TRANSITION_ISSUE', 'VERCEL_FILTER_PROJECT_ENVS', 'VERCEL_GET_DEPLOYMENTS', 'VERCEL_GET_PROJECT_ENV']",2,True,True,0.5,0.5,GITHUB_COMMIT_MULTIPLE_FILES,Commit code changes to the repository,GITHUB_COMPARE_TWO_COMMITS; GITHUB_FIND_PULL_REQUESTS; GITHUB_GET_A_BRANCH; GITHUB_GET_A_PULL_REQUEST; GITHUB_LIST_BRANCHES; GITHUB_UPDATE_A_PULL_REQUEST,GITHUB_CREATE_A_PULL_REQUEST,GITHUB_GET_A_BRANCH; GITHUB_FIND_PULL_REQUESTS; GITHUB_COMPARE_TWO_COMMITS; GITHUB_GET_A_PULL_REQUEST; GITHUB_UPDATE_A_PULL_REQUEST; GITHUB_LIST_BRANCHES,github,2.18,2.18,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-041-q3.json,0.5,,False
workflow-041-q4,41,"Implement and release a protected budget dashboard feature by reading Google Sheets and Google Docs data, retrieving deployment secrets from Vercel, committing and merging code changes, verifying deployments, and updating a Jira issue.",verify Vercel deployment status,Check that the newly merged code has successfully built and deployed on Vercel.,"[{'acceptable_tool_slugs': ['VERCEL_GET_DEPLOYMENTS'], 'purpose': 'Check Vercel deployment status'}]","['GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DELETE_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_PULL_REQUEST', 'GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'JIRA_ADD_COMMENT', 'JIRA_ASSIGN_ISSUE', 'JIRA_TRANSITION_ISSUE', 'VERCEL_FILTER_PROJECT_ENVS', 'VERCEL_GET_DEPLOYMENTS', 'VERCEL_GET_PROJECT_ENV']",1,True,True,1.0,1.0,,,VERCEL_GET_DEPLOYMENT; VERCEL_GET_DEPLOYMENT_EVENTS2; VERCEL_GET_DEPLOYMENT_LOGS2; VERCEL_GET_PROJECTS; VERCEL_GET_TEAMS; VERCEL_LIST_DEPLOYMENT_ALIASES; VERCEL_LIST_DEPLOYMENT_CHECKS,VERCEL_GET_DEPLOYMENTS; VERCEL_GET_DEPLOYMENT,VERCEL_GET_PROJECTS; VERCEL_GET_TEAMS; VERCEL_LIST_DEPLOYMENT_ALIASES; VERCEL_LIST_DEPLOYMENT_CHECKS; VERCEL_GET_DEPLOYMENT_EVENTS2; VERCEL_GET_DEPLOYMENT_LOGS2,vercel,1.95,1.95,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-041-q4.json,1.0,,False
workflow-041-q5,41,"Implement and release a protected budget dashboard feature by reading Google Sheets and Google Docs data, retrieving deployment secrets from Vercel, committing and merging code changes, verifying deployments, and updating a Jira issue.",update Jira issue status,Transition and update the corresponding Jira task to reflect completion of the feature release.,"[{'acceptable_tool_slugs': ['JIRA_TRANSITION_ISSUE'], 'purpose': 'Transition Jira issue status to reflect completion'}]","['GITHUB_COMMIT_MULTIPLE_FILES', 'GITHUB_CREATE_A_PULL_REQUEST', 'GITHUB_DELETE_A_REFERENCE', 'GITHUB_GET_REPOSITORY_CONTENT', 'GITHUB_MERGE_A_PULL_REQUEST', 'GOOGLEDRIVE_DOWNLOAD_FILE', 'GOOGLESHEETS_BATCH_GET', 'GOOGLESHEETS_GET_SHEET_NAMES', 'JIRA_ADD_COMMENT', 'JIRA_ASSIGN_ISSUE', 'JIRA_TRANSITION_ISSUE', 'VERCEL_FILTER_PROJECT_ENVS', 'VERCEL_GET_DEPLOYMENTS', 'VERCEL_GET_PROJECT_ENV']",1,True,True,1.0,1.0,,,JIRA_ADD_COMMENT; JIRA_ASSIGN_ISSUE; JIRA_EDIT_ISSUE; JIRA_GET_ISSUE; JIRA_GET_ISSUE_EDIT_METADATA; JIRA_GET_ISSUE_RESOLUTIONS; JIRA_GET_TRANSITIONS; JIRA_UPDATE_COMMENT,JIRA_GET_TRANSITIONS; JIRA_ADD_COMMENT; JIRA_TRANSITION_ISSUE,JIRA_GET_ISSUE; JIRA_GET_ISSUE_EDIT_METADATA; JIRA_EDIT_ISSUE; JIRA_ASSIGN_ISSUE; JIRA_UPDATE_COMMENT; JIRA_GET_ISSUE_RESOLUTIONS,jira,2.16,2.16,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-041-q5.json,1.0,,False
workflow-042-q1,42,"Manage calendar accounts and events across multiple calendar accounts, send a Slack direct message with meeting details, share calendars between accounts, and create/update calendar events for personal and work planning.",manage calendar accounts and events,Retrieve and manage calendar accounts and their respective events for personal and work planning.,"[{'acceptable_tool_slugs': ['GOOGLECALENDAR_EVENTS_LIST', 'GOOGLECALENDAR_CREATE_EVENT', 'GOOGLECALENDAR_PATCH_EVENT'], 'purpose': 'manage calendar accounts and events'}]","['GOOGLECALENDAR_ACL_INSERT', 'GOOGLECALENDAR_CALENDAR_LIST_INSERT', 'GOOGLECALENDAR_CREATE_EVENT', 'GOOGLECALENDAR_EVENTS_LIST', 'GOOGLECALENDAR_GET_CURRENT_DATE_TIME', 'GOOGLECALENDAR_PATCH_EVENT', 'SLACK_FIND_USERS', 'SLACK_OPEN_DM', 'SLACK_SEND_MESSAGE']",1,True,True,1.0,1.0,,,CAL_GET_AVAILABLE_SLOTS_INFO; CAL_POST_NEW_BOOKING_REQUEST; GOOGLECALENDAR_FIND_EVENT; GOOGLECALENDAR_FIND_FREE_SLOTS; GOOGLECALENDAR_GET_CALENDAR_PROFILE; GOOGLECALENDAR_LIST_CALENDARS,GOOGLECALENDAR_FIND_FREE_SLOTS; GOOGLECALENDAR_FIND_EVENT; GOOGLECALENDAR_CREATE_EVENT,GOOGLECALENDAR_LIST_CALENDARS; GOOGLECALENDAR_GET_CALENDAR_PROFILE; CAL_GET_AVAILABLE_SLOTS_INFO; CAL_POST_NEW_BOOKING_REQUEST; GOOGLECALENDAR_PATCH_EVENT,cal; googlecalendar,2.92,2.92,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-042-q1.json,1.0,,False
workflow-042-q2,42,"Manage calendar accounts and events across multiple calendar accounts, send a Slack direct message with meeting details, share calendars between accounts, and create/update calendar events for personal and work planning.",share calendars between accounts,Share calendar access and permissions between multiple calendar accounts.,"[{'acceptable_tool_slugs': ['GOOGLECALENDAR_ACL_INSERT'], 'purpose': 'share calendars between accounts'}]","['GOOGLECALENDAR_ACL_INSERT', 'GOOGLECALENDAR_CALENDAR_LIST_INSERT', 'GOOGLECALENDAR_CREATE_EVENT', 'GOOGLECALENDAR_EVENTS_LIST', 'GOOGLECALENDAR_GET_CURRENT_DATE_TIME', 'GOOGLECALENDAR_PATCH_EVENT', 'SLACK_FIND_USERS', 'SLACK_OPEN_DM', 'SLACK_SEND_MESSAGE']",1,False,False,0.0,0.0,GOOGLECALENDAR_ACL_INSERT,share calendars between accounts,OUTLOOK_CREATE_ME_CALENDAR_PERMISSION; OUTLOOK_DELETE_ME_CALENDAR_PERMISSION; OUTLOOK_GET_USER_CALENDAR; OUTLOOK_GET_USER_CALENDAR_ALLOWED_SHARING_ROLES; OUTLOOK_LIST_ME_CALENDAR_PERMISSIONS,OUTLOOK_CREATE_ME_CALENDAR_PERMISSION; OUTLOOK_GET_USER_CALENDAR_ALLOWED_SHARING_ROLES,OUTLOOK_LIST_ME_CALENDAR_PERMISSIONS; OUTLOOK_DELETE_ME_CALENDAR_PERMISSION; OUTLOOK_GET_USER_CALENDAR,outlook,2.51,2.51,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-042-q2.json,0.0,,False
workflow-042-q3,42,"Manage calendar accounts and events across multiple calendar accounts, send a Slack direct message with meeting details, share calendars between accounts, and create/update calendar events for personal and work planning.",send slack direct message with meeting details,Send a direct message via Slack containing specific meeting details and updates.,"[{'acceptable_tool_slugs': ['SLACK_OPEN_DM'], 'purpose': 'open or resume slack direct message'}, {'acceptable_tool_slugs': ['SLACK_SEND_MESSAGE'], 'purpose': 'send meeting details message to slack'}]","['GOOGLECALENDAR_ACL_INSERT', 'GOOGLECALENDAR_CALENDAR_LIST_INSERT', 'GOOGLECALENDAR_CREATE_EVENT', 'GOOGLECALENDAR_EVENTS_LIST', 'GOOGLECALENDAR_GET_CURRENT_DATE_TIME', 'GOOGLECALENDAR_PATCH_EVENT', 'SLACK_FIND_USERS', 'SLACK_OPEN_DM', 'SLACK_SEND_MESSAGE']",2,True,True,0.5,1.0,,,SLACKBOT_FIND_CHANNELS; SLACKBOT_SEND_MESSAGE; SLACK_FIND_CHANNELS; SLACK_FIND_USERS; SLACK_JOIN_AN_EXISTING_CONVERSATION; SLACK_UPDATES_A_SLACK_MESSAGE,SLACK_SEND_MESSAGE; SLACKBOT_SEND_MESSAGE,SLACK_FIND_CHANNELS; SLACK_JOIN_AN_EXISTING_CONVERSATION; SLACK_UPDATES_A_SLACK_MESSAGE; SLACKBOT_FIND_CHANNELS; SLACK_FIND_USERS; SLACK_OPEN_DM,slack; slackbot,2.45,2.45,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-042-q3.json,1.0,,False
workflow-044-q1,44,Browse a Bitbucket repository directory tree and retrieve selected repository file contents.,list repository directory tree structure,Retrieve the hierarchical list of files and folders within a Bitbucket repository directory.,"[{'acceptable_tool_slugs': ['BITBUCKET_BROWSE_REPOSITORY_PATH', 'BITBUCKET_LIST_REPOSITORY_PATHS'], 'purpose': 'list repository directory tree structure'}]","['BITBUCKET_BROWSE_REPOSITORY_PATH', 'BITBUCKET_GET_FILE_FROM_REPOSITORY', 'BITBUCKET_GET_REPOSITORY', 'BITBUCKET_LIST_REPOSITORY_PATHS']",1,False,False,0.0,0.0,BITBUCKET_BROWSE_REPOSITORY_PATH | BITBUCKET_LIST_REPOSITORY_PATHS,list repository directory tree structure,DEEPWIKI_MCP_READ_WIKI_CONTENTS; DEEPWIKI_MCP_READ_WIKI_STRUCTURE; GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_TREE; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,GITHUB_GET_A_TREE; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_SEARCH_CODE,DEEPWIKI_MCP_READ_WIKI_STRUCTURE; DEEPWIKI_MCP_READ_WIKI_CONTENTS; GITHUB_GET_A_REPOSITORY; GITHUB_GET_RAW_REPOSITORY_CONTENT,deepwiki_mcp; github,2.35,2.35,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-044-q1.json,0.0,,False
workflow-044-q2,44,Browse a Bitbucket repository directory tree and retrieve selected repository file contents.,get repository file contents,Fetch the text or source code contents of specific files selected from the Bitbucket repository.,"[{'acceptable_tool_slugs': ['BITBUCKET_BROWSE_REPOSITORY_PATH', 'BITBUCKET_GET_FILE_FROM_REPOSITORY'], 'purpose': 'get repository file contents'}]","['BITBUCKET_BROWSE_REPOSITORY_PATH', 'BITBUCKET_GET_FILE_FROM_REPOSITORY', 'BITBUCKET_GET_REPOSITORY', 'BITBUCKET_LIST_REPOSITORY_PATHS']",1,True,True,1.0,1.0,,,BITBUCKET_GET_REPOSITORY; BITBUCKET_GET_USER_WORKSPACES; BITBUCKET_GET_WORKSPACES_SEARCH_CODE; BITBUCKET_LIST_BRANCHES; BITBUCKET_LIST_REPOSITORY_PATHS; GITHUB_GET_A_REPOSITORY; GITHUB_GET_A_TREE; GITHUB_GET_RAW_REPOSITORY_CONTENT; GITHUB_GET_REPOSITORY_CONTENT; GITHUB_LIST_BRANCHES; GITHUB_SEARCH_CODE,BITBUCKET_GET_FILE_FROM_REPOSITORY; BITBUCKET_BROWSE_REPOSITORY_PATH; GITHUB_GET_REPOSITORY_CONTENT,BITBUCKET_GET_REPOSITORY; BITBUCKET_LIST_BRANCHES; BITBUCKET_LIST_REPOSITORY_PATHS; BITBUCKET_GET_WORKSPACES_SEARCH_CODE; BITBUCKET_GET_USER_WORKSPACES; GITHUB_GET_A_TREE; GITHUB_SEARCH_CODE; GITHUB_GET_A_REPOSITORY; GITHUB_LIST_BRANCHES; GITHUB_GET_RAW_REPOSITORY_CONTENT,bitbucket; github,2.35,2.35,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-044-q2.json,1.0,,False
workflow-045-q1,45,"Create and publish a HubSpot quote for a CRM contact by first finding the contact, creating a deal, creating line items and a quote, applying quote terms and template settings, publishing the quote, and inspecting quote/template properties.",search HubSpot CRM contact by email or name,Find the specific CRM contact in HubSpot to associate with the deal and quote.,"[{'acceptable_tool_slugs': ['HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA', 'HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA'], 'purpose': 'Search for a specific HubSpot CRM contact by email or name'}]","['HUBSPOT_CREATE_DEAL', 'HUBSPOT_CREATE_LINE_ITEM', 'HUBSPOT_CREATE_OBJECT_ASSOCIATION', 'HUBSPOT_CREATE_QUOTE_OBJECT', 'HUBSPOT_GET_QUOTE', 'HUBSPOT_LIST_ASSOCIATION_TYPES', 'HUBSPOT_LIST_CONTACTS', 'HUBSPOT_READ_ALL_PROPERTIES_FOR_OBJECT_TYPE', 'HUBSPOT_READ_APAGE_OF_OBJECTS_BY_TYPE', 'HUBSPOT_READ_ASSOCIATIONS_BATCH', 'HUBSPOT_READ_CRM_OBJECT_BY_ID', 'HUBSPOT_RETRIEVE_ALL_PIPELINES_FOR_SPECIFIED_OBJECT_TYPE', 'HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA', 'HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA', 'HUBSPOT_UPDATE_QUOTE']",1,True,True,1.0,1.0,,,HUBSPOT_CREATE_CONTACT; HUBSPOT_LIST_CONTACTS; HUBSPOT_LIST_CONTACT_PROPERTIES; HUBSPOT_READ_CONTACT,HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA,HUBSPOT_READ_CONTACT; HUBSPOT_LIST_CONTACT_PROPERTIES; HUBSPOT_LIST_CONTACTS; HUBSPOT_CREATE_CONTACT,hubspot,2.32,2.32,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-045-q1.json,1.0,,False
workflow-045-q2,45,"Create and publish a HubSpot quote for a CRM contact by first finding the contact, creating a deal, creating line items and a quote, applying quote terms and template settings, publishing the quote, and inspecting quote/template properties.",create HubSpot deal and associate with contact,Create a new deal record in HubSpot and link it to the found contact.,"[{'acceptable_tool_slugs': ['HUBSPOT_CREATE_DEAL'], 'purpose': 'Create a new HubSpot deal record'}, {'acceptable_tool_slugs': ['HUBSPOT_CREATE_OBJECT_ASSOCIATION'], 'purpose': 'Associate the deal with the found contact'}]","['HUBSPOT_CREATE_DEAL', 'HUBSPOT_CREATE_LINE_ITEM', 'HUBSPOT_CREATE_OBJECT_ASSOCIATION', 'HUBSPOT_CREATE_QUOTE_OBJECT', 'HUBSPOT_GET_QUOTE', 'HUBSPOT_LIST_ASSOCIATION_TYPES', 'HUBSPOT_LIST_CONTACTS', 'HUBSPOT_READ_ALL_PROPERTIES_FOR_OBJECT_TYPE', 'HUBSPOT_READ_APAGE_OF_OBJECTS_BY_TYPE', 'HUBSPOT_READ_ASSOCIATIONS_BATCH', 'HUBSPOT_READ_CRM_OBJECT_BY_ID', 'HUBSPOT_RETRIEVE_ALL_PIPELINES_FOR_SPECIFIED_OBJECT_TYPE', 'HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA', 'HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA', 'HUBSPOT_UPDATE_QUOTE']",2,True,True,1.0,1.0,,,HUBSPOT_CREATE_DEAL_FROM_NL; HUBSPOT_LIST_ASSOCIATION_TYPES; HUBSPOT_READ_ASSOCIATIONS_BATCH; HUBSPOT_RETRIEVE_ALL_PIPELINES_FOR_SPECIFIED_OBJECT_TYPE; HUBSPOT_SEARCH_COMPANIES; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_SEARCH_DEALS,HUBSPOT_CREATE_DEAL; HUBSPOT_CREATE_OBJECT_ASSOCIATION; HUBSPOT_RETRIEVE_ALL_PIPELINES_FOR_SPECIFIED_OBJECT_TYPE,HUBSPOT_LIST_ASSOCIATION_TYPES; HUBSPOT_CREATE_DEAL_FROM_NL; HUBSPOT_SEARCH_DEALS; HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA; HUBSPOT_SEARCH_COMPANIES; HUBSPOT_READ_ASSOCIATIONS_BATCH,hubspot,1.81,1.81,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-045-q2.json,1.0,,False
workflow-045-q3,45,"Create and publish a HubSpot quote for a CRM contact by first finding the contact, creating a deal, creating line items and a quote, applying quote terms and template settings, publishing the quote, and inspecting quote/template properties.",create HubSpot line items and quote,Create line items and generate a new quote associated with the deal.,"[{'acceptable_tool_slugs': ['HUBSPOT_CREATE_LINE_ITEM'], 'purpose': 'Create line items in HubSpot'}, {'acceptable_tool_slugs': ['HUBSPOT_CREATE_QUOTE_OBJECT'], 'purpose': 'Create a new quote associated with the deal'}]","['HUBSPOT_CREATE_DEAL', 'HUBSPOT_CREATE_LINE_ITEM', 'HUBSPOT_CREATE_OBJECT_ASSOCIATION', 'HUBSPOT_CREATE_QUOTE_OBJECT', 'HUBSPOT_GET_QUOTE', 'HUBSPOT_LIST_ASSOCIATION_TYPES', 'HUBSPOT_LIST_CONTACTS', 'HUBSPOT_READ_ALL_PROPERTIES_FOR_OBJECT_TYPE', 'HUBSPOT_READ_APAGE_OF_OBJECTS_BY_TYPE', 'HUBSPOT_READ_ASSOCIATIONS_BATCH', 'HUBSPOT_READ_CRM_OBJECT_BY_ID', 'HUBSPOT_RETRIEVE_ALL_PIPELINES_FOR_SPECIFIED_OBJECT_TYPE', 'HUBSPOT_SEARCH_CONTACTS_BY_CRITERIA', 'HUBSPOT_SEARCH_CRM_OBJECTS_BY_CRITERIA', 'HUBSPOT_UPDATE_QUOTE']",2,True,True,0.5,0.5,HUBSPOT_CREATE_LINE_ITEM,Create line items in HubSpot,HUBSPOT_LIST_ASSOCIATION_TYPES; HUBSPOT_READ_ALL_PROPERTIES_FOR_OBJECT_TYPE; HUBSPOT_READ_BATCH_OF_LINE_ITEMS_BY_ID_OR_PROPERTY_VALUES; HUBSPOT_RETRIEVE_LINE_ITEMS; HUBSPOT_RETRIEVE_LINE_ITEM_BY_ID,HUBSPOT_CREATE_QUOTE_OBJECT; HUBSPOT_RETRIEVE_LINE_ITEMS,HUBSPOT_LIST_ASSOCIATION_TYPES; HUBSPOT_READ_ALL_PROPERTIES_FOR_OBJECT_TYPE; HUBSPOT_RETRIEVE_LINE_ITEM_BY_ID; HUBSPOT_READ_BATCH_OF_LINE_ITEMS_BY_ID_OR_PROPERTY_VALUES,hubspot,2.82,2.82,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_level_workflow_evaluation\raw_search_results\workflow-045-q3.json,0.5,,False
