query_id,workflow_id,workflow_task,query,required_tools,supporting_tools,rationale,candidate_tools,source_query_id,variant_dimension,expected_count,primary_hit,any_hit,primary_recall,recall,primary_rank,related_only_tools,missed_tools,extra_tools,primary_tools,related_tools,returned_toolkits,api_search_latency_sec,end_to_end_latency_sec,error,no_results_returned,raw_result_path
workflow-011-q1-paraphrase,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",get the strategy document files stored in my cloud storage,"['ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH']",['ONE_DRIVE_SEARCH_ITEMS'],"Finding the specific strategy file by name or search requires finding the item first, then downloading it by path.","['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q1,paraphrase,2,False,False,0.0,0.0,,,ONE_DRIVE_DOWNLOAD_FILE_BY_PATH; ONE_DRIVE_ONEDRIVE_FIND_FILE,DOCUSIGN_CONFIGURE_CLOUD_STORAGE_REDIRECT_URL; DOCUSIGN_LIST_CLOUD_STORAGE_ITEMS; DOCUSIGN_RETRIEVE_CLOUD_STORAGE_PROVIDER_CONFIGURATION; DOCUSIGN_RETRIEVE_ITEMS_IN_CLOUD_STORAGE_FOLDER,DOCUSIGN_LIST_CLOUD_STORAGE_ITEMS; DOCUSIGN_RETRIEVE_ITEMS_IN_CLOUD_STORAGE_FOLDER,DOCUSIGN_RETRIEVE_CLOUD_STORAGE_PROVIDER_CONFIGURATION; DOCUSIGN_CONFIGURE_CLOUD_STORAGE_REDIRECT_URL,docusign,2.48,2.48,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q1-paraphrase.json
workflow-011-q2-explicit,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",check recent Discord operational task messages,['DISCORDBOT_LIST_MESSAGES'],['DISCORDBOT_TEST_AUTH'],Listing messages is directly required to coordinate operational tasks via Discord channels.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q2,explicit,1,True,True,1.0,1.0,2,,,DISCORDBOT_GET_CHANNEL; DISCORDBOT_LIST_GUILD_CHANNELS; DISCORDBOT_LIST_PUBLIC_ARCHIVED_THREADS; DISCORDBOT_TEST_AUTH; DISCORD_LIST_MY_GUILDS,DISCORDBOT_LIST_GUILD_CHANNELS; DISCORDBOT_LIST_MESSAGES,DISCORDBOT_GET_CHANNEL; DISCORD_LIST_MY_GUILDS; DISCORDBOT_LIST_PUBLIC_ARCHIVED_THREADS; DISCORDBOT_TEST_AUTH,discord; discordbot,2.36,2.36,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q2-explicit.json
workflow-011-q2-implicit,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",retrieve the latest operational task messages,['DISCORDBOT_LIST_MESSAGES'],['DISCORDBOT_TEST_AUTH'],Listing messages is directly required to coordinate operational tasks via Discord channels.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q2,implicit,1,False,False,0.0,0.0,,,DISCORDBOT_LIST_MESSAGES,TASKRABBIT_MCP_CHECK_SERVICE_AVAILABILITY; TASKRABBIT_MCP_GENERATE_DEEP_LINK; TASKRABBIT_MCP_LIST_SUPPORTED_SERVICES,TASKRABBIT_MCP_CHECK_SERVICE_AVAILABILITY,TASKRABBIT_MCP_LIST_SUPPORTED_SERVICES; TASKRABBIT_MCP_GENERATE_DEEP_LINK,taskrabbit_mcp,2.85,2.85,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q2-implicit.json
workflow-011-q2-paraphrase,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",fetch the most recent messages regarding operational tasks in the chat channel,['DISCORDBOT_LIST_MESSAGES'],['DISCORDBOT_TEST_AUTH'],Listing messages is directly required to coordinate operational tasks via Discord channels.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q2,paraphrase,1,False,False,0.0,0.0,,,DISCORDBOT_LIST_MESSAGES,CLICKUP_GET_CHAT_CHANNELS; CLICKUP_GET_CHAT_MESSAGES; CLICKUP_GET_CHAT_MESSAGE_REPLIES; MICROSOFT_TEAMS_TEAMS_LIST_CHANNELS; MICROSOFT_TEAMS_TEAMS_LIST_CHANNEL_MESSAGES; TELEGRAM_FORWARD_MESSAGE; TELEGRAM_GET_CHAT; TELEGRAM_GET_CHAT_HISTORY; TELEGRAM_GET_UPDATES,TELEGRAM_GET_CHAT_HISTORY; CLICKUP_GET_CHAT_MESSAGES; MICROSOFT_TEAMS_TEAMS_LIST_CHANNEL_MESSAGES,TELEGRAM_GET_UPDATES; TELEGRAM_GET_CHAT; TELEGRAM_FORWARD_MESSAGE; CLICKUP_GET_CHAT_CHANNELS; CLICKUP_GET_CHAT_MESSAGE_REPLIES; MICROSOFT_TEAMS_TEAMS_LIST_CHANNELS,telegram; clickup; microsoft_teams,2.82,2.82,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q2-paraphrase.json
workflow-011-q3-explicit,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",set up Gmail labels and routing filters,"['GMAIL_CREATE_LABEL', 'GMAIL_CREATE_FILTER']",[],Both label creation and filter creation are necessary to fully set up Gmail support labels and routing rules.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q3,explicit,2,True,True,0.5,0.5,2,,GMAIL_CREATE_FILTER,GMAIL_DELETE_LABEL; GMAIL_GET_LABEL; GMAIL_LIST_LABELS; GMAIL_PATCH_LABEL,GMAIL_LIST_LABELS; GMAIL_CREATE_LABEL,GMAIL_GET_LABEL; GMAIL_PATCH_LABEL; GMAIL_DELETE_LABEL,gmail,1.98,1.98,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q3-explicit.json
workflow-011-q3-implicit,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",create custom tags and inbox rules to sort incoming mail automatically,"['GMAIL_CREATE_LABEL', 'GMAIL_CREATE_FILTER']",[],Both label creation and filter creation are necessary to fully set up Gmail support labels and routing rules.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q3,implicit,2,True,True,0.5,1.0,3,GMAIL_CREATE_LABEL,,GMAIL_BATCH_MODIFY_MESSAGES; GMAIL_DELETE_FILTER; GMAIL_FETCH_EMAILS; GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID; GMAIL_GET_FILTER; GMAIL_LIST_FILTERS; GMAIL_LIST_LABELS,GMAIL_FETCH_EMAILS; GMAIL_LIST_FILTERS; GMAIL_CREATE_FILTER,GMAIL_CREATE_LABEL; GMAIL_GET_FILTER; GMAIL_BATCH_MODIFY_MESSAGES; GMAIL_DELETE_FILTER; GMAIL_LIST_LABELS; GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID,gmail,2.46,2.46,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q3-implicit.json
workflow-011-q3-paraphrase,11,"Maintain an internal OneDrive-based operations knowledge base, create and verify strategy/support documents, coordinate operational tasks via Discord, check queue and system state files, and configure Gmail support labels and routing.",establish automated filter rules and organize categories for email routing,"['GMAIL_CREATE_LABEL', 'GMAIL_CREATE_FILTER']",[],Both label creation and filter creation are necessary to fully set up Gmail support labels and routing rules.,"['DISCORDBOT_LIST_MESSAGES', 'DISCORDBOT_TEST_AUTH', 'GMAIL_CREATE_FILTER', 'GMAIL_CREATE_LABEL', 'ONE_DRIVE_DOWNLOAD_FILE', 'ONE_DRIVE_DOWNLOAD_FILE_BY_PATH', 'ONE_DRIVE_GET_ITEM', 'ONE_DRIVE_LIST_FOLDER_CHILDREN', 'ONE_DRIVE_ONEDRIVE_CREATE_FOLDER', 'ONE_DRIVE_ONEDRIVE_CREATE_TEXT_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FILE', 'ONE_DRIVE_ONEDRIVE_FIND_FOLDER', 'ONE_DRIVE_SEARCH_ITEMS']",workflow-011-q3,paraphrase,2,False,False,0.0,0.0,,,GMAIL_CREATE_FILTER; GMAIL_CREATE_LABEL,OUTLOOK_BATCH_UPDATE_MESSAGES; OUTLOOK_CREATE_EMAIL_RULE; OUTLOOK_CREATE_USER_MASTER_CATEGORY; OUTLOOK_DELETE_EMAIL_RULE; OUTLOOK_GET_MASTER_CATEGORIES; OUTLOOK_GET_MESSAGE; OUTLOOK_LIST_EMAIL_RULES; OUTLOOK_SEARCH_MESSAGES; OUTLOOK_UPDATE_EMAIL; OUTLOOK_UPDATE_EMAIL_RULE,OUTLOOK_SEARCH_MESSAGES; OUTLOOK_CREATE_USER_MASTER_CATEGORY; OUTLOOK_GET_MASTER_CATEGORIES; OUTLOOK_BATCH_UPDATE_MESSAGES,OUTLOOK_UPDATE_EMAIL; OUTLOOK_GET_MESSAGE; OUTLOOK_CREATE_EMAIL_RULE; OUTLOOK_LIST_EMAIL_RULES; OUTLOOK_UPDATE_EMAIL_RULE; OUTLOOK_DELETE_EMAIL_RULE,outlook,2.34,2.34,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-011-q3-paraphrase.json
workflow-012-q1-explicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",fetch comments and activity history for a specific Trello card,['TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD'],['TRELLO_GET_CARDS_BY_ID_CARD'],"To retrieve card comments and action history, the agent needs the specific Trello action-fetching tool for cards.","['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q1,explicit,1,True,True,1.0,1.0,1,,,TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH,TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD,TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_SEARCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD,trello,4.44,4.44,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q1-explicit.json
workflow-012-q1-implicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",retrieve the discussion and action history for this card ID,['TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD'],['TRELLO_GET_CARDS_BY_ID_CARD'],"To retrieve card comments and action history, the agent needs the specific Trello action-fetching tool for cards.","['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q1,implicit,1,True,True,1.0,1.0,1,,,TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH,TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD,TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_SEARCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD,trello,5.4,5.4,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q1-implicit.json
workflow-012-q1-paraphrase,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",pull up all comments and recent updates made on the card,['TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD'],['TRELLO_GET_CARDS_BY_ID_CARD'],"To retrieve card comments and action history, the agent needs the specific Trello action-fetching tool for cards.","['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q1,paraphrase,1,True,True,1.0,1.0,1,,,TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH,TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD,TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_ACTIONS_BY_ID_ACTION; TRELLO_GET_BATCH; TRELLO_GET_SEARCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD,trello,5.38,5.38,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q1-paraphrase.json
workflow-012-q2-explicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",update the details of a Trello card and mark it as closed,"['TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",[],Updating card properties and closing/archiving cards requires these specific mutation endpoints in Trello.,"['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q2,explicit,2,True,True,0.5,0.5,1,,TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD,TRELLO_ADD_CARDS_ID_LABELS_BY_ID_CARD; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_BOARDS_LABELS_BY_ID_BOARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH,TRELLO_UPDATE_CARDS_BY_ID_CARD,TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_BOARDS_LABELS_BY_ID_BOARD; TRELLO_ADD_CARDS_ID_LABELS_BY_ID_CARD,trello,2.16,2.16,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q2-explicit.json
workflow-012-q2-implicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",modify the information on the task card and set its status to closed,"['TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",[],Updating card properties and closing/archiving cards requires these specific mutation endpoints in Trello.,"['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q2,implicit,2,False,False,0.0,0.0,,,TRELLO_UPDATE_CARDS_BY_ID_CARD; TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD,CLICKUP_GET_ACCESSIBLE_CUSTOM_FIELDS; CLICKUP_GET_LIST; CLICKUP_GET_LIST_MEMBERS; CLICKUP_GET_TASK; CLICKUP_REMOVE_CUSTOM_FIELD_VALUE; CLICKUP_SET_CUSTOM_FIELD_VALUE; CLICKUP_UPDATE_TASK,CLICKUP_UPDATE_TASK; CLICKUP_SET_CUSTOM_FIELD_VALUE,CLICKUP_GET_TASK; CLICKUP_GET_ACCESSIBLE_CUSTOM_FIELDS; CLICKUP_GET_LIST; CLICKUP_REMOVE_CUSTOM_FIELD_VALUE; CLICKUP_GET_LIST_MEMBERS,clickup,2.23,2.23,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q2-implicit.json
workflow-012-q2-paraphrase,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",edit card properties and archive or close the item,"['TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",[],Updating card properties and closing/archiving cards requires these specific mutation endpoints in Trello.,"['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q2,paraphrase,2,True,True,1.0,1.0,1,,,MIRO_GET_CARD_ITEM; MIRO_UPDATE_CARD_ITEM; TRELLO_DELETE_CARDS_BY_ID_CARD; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH,TRELLO_UPDATE_CARDS_BY_ID_CARD; TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD; MIRO_UPDATE_CARD_ITEM,TRELLO_GET_CARDS_BY_ID_CARD; TRELLO_GET_SEARCH; TRELLO_GET_BOARDS_CARDS_BY_ID_BOARD; TRELLO_DELETE_CARDS_BY_ID_CARD; MIRO_GET_CARD_ITEM,trello; miro,4.62,4.62,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q2-paraphrase.json
workflow-012-q3-explicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",find messages in Slack and get the list of users for project management,"['SLACK_SEARCH_MESSAGES', 'SLACK_LIST_ALL_USERS']",[],Broader project management across chat requires searching through message history and identifying active users in the workspace.,"['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q3,explicit,2,True,True,0.5,0.5,2,,SLACK_LIST_ALL_USERS,SLACK_ASSISTANT_SEARCH_CONTEXT; SLACK_FETCH_CONVERSATION_HISTORY; SLACK_FETCH_MESSAGE_THREAD_FROM_A_CONVERSATION; SLACK_FIND_USERS; SLACK_RETRIEVE_DETAILED_USER_INFORMATION; SLACK_RETRIEVE_MESSAGE_PERMALINK_URL; SLACK_SEARCH_ALL,SLACK_FIND_USERS; SLACK_SEARCH_MESSAGES,SLACK_RETRIEVE_DETAILED_USER_INFORMATION; SLACK_FETCH_CONVERSATION_HISTORY; SLACK_FETCH_MESSAGE_THREAD_FROM_A_CONVERSATION; SLACK_RETRIEVE_MESSAGE_PERMALINK_URL; SLACK_ASSISTANT_SEARCH_CONTEXT; SLACK_SEARCH_ALL,slack,2.8,2.8,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q3-explicit.json
workflow-012-q3-implicit,12,"Retrieve Trello card comments, update Trello cards, and perform broader project-management and automation-maintenance operations across task boards, email, chat, and an automation platform.",search chat history and retrieve user directory for managing the project,"['SLACK_SEARCH_MESSAGES', 'SLACK_LIST_ALL_USERS']",[],Broader project management across chat requires searching through message history and identifying active users in the workspace.,"['GMAIL_FETCH_EMAILS', 'GMAIL_FETCH_MESSAGE_BY_MESSAGE_ID', 'SLACK_LIST_ALL_USERS', 'SLACK_SEARCH_MESSAGES', 'TRELLO_ADD_CARDS_ACTIONS_COMMENTS_BY_ID_CARD', 'TRELLO_GET_BOARDS_ACTIONS_BY_ID_BOARD', 'TRELLO_GET_CARDS_ACTIONS_BY_ID_CARD', 'TRELLO_GET_CARDS_BY_ID_CARD', 'TRELLO_GET_SEARCH', 'TRELLO_UPDATE_CARDS_BY_ID_CARD', 'TRELLO_UPDATE_CARDS_CLOSED_BY_ID_CARD']",workflow-012-q3,implicit,2,False,False,0.0,0.0,,,SLACK_LIST_ALL_USERS; SLACK_SEARCH_MESSAGES,GOSQUARED_CHAT_CHAT; GOSQUARED_CHAT_CHATS; GOSQUARED_CHAT_CHAT_MESSAGES; GOSQUARED_CHAT_FEED,GOSQUARED_CHAT_CHAT,GOSQUARED_CHAT_CHATS; GOSQUARED_CHAT_FEED; GOSQUARED_CHAT_CHAT_MESSAGES,gosquared,3.41,3.41,,False,C:\Users\miral\OneDrive\Documents\Evsys\src\query_robustness_evaluation\raw_search_results\workflow-012-q3-implicit.json
